Month,local_vwc_mean,local_z_score,site,smap_soil_moisture_mean,smap_z_score
2018-08-01,0.5974730062724014,0.36674547997705076,Virgen,0.2372717401914058,-0.6801968498343971
2018-09-01,0.5915498842592593,0.21401365581911724,Virgen,0.21239553472648062,-1.1969757952652698
2018-10-01,0.5394385080645161,-1.1297144537730788,Virgen,0.20409674936484903,-1.369374980244989
2018-11-01,0.5725277777777779,-0.2764846009780411,Virgen,0.21760326189299423,-1.088790334383899
2018-12-01,0.5955209453405017,0.31641023003032276,Virgen,0.23030460625886914,-0.8249322730647811
2019-01-01,0.5917830421146952,0.22002579342129344,Virgen,0.25091150667398204,-0.39684398282549277
2019-02-01,0.6078546626984127,0.6344437175293932,Virgen,0.28732593211212326,0.35963024725461207
2019-03-01,0.6011046146953405,0.46038903110298124,Virgen,0.3136344948603261,0.9061650204935534
2019-04-01,0.5945304398148148,0.2908693555656379,Virgen,0.31692089773714543,0.974436840138166
2019-05-01,0.6002122535842294,0.4373788786858607,Virgen,0.30217521709780537,0.6681096834018635
2019-06-01,0.6078870370370371,0.6352785123864015,Virgen,0.29816225692629816,0.584744343442294
2019-07-01,0.6056327284946237,0.5771495974098626,Virgen,0.26395075191413203,-0.1259663598728996
2019-08-01,0.5965758288530465,0.3436111356992615,Virgen,0.24055280674609442,-0.6120358870858288
2019-09-01,0.5583260416666667,-0.6426862523448253,Virgen,0.21618136552472905,-1.1183288468688566
2019-10-01,0.6082715053763441,0.6451922961414971,Virgen,0.2164576429753534,-1.1125894518561694
2019-11-01,0.5969217592592592,0.3525311920234985,Virgen,0.21805529768268264,-1.0793997310211165
2019-12-01,0.6032181899641578,0.5148890406562726,Virgen,0.23654546126002263,-0.6952845874227545
2020-01-01,0.597900873655914,0.3777783382967969,Virgen,0.24004350734814517,-0.6226160861500265
2020-02-01,0.5707570641762452,-0.3221436837764865,Virgen,0.2775026475047243,0.15556107491895796
2020-03-01,0.5796286946796613,-0.09338251575808462,Virgen,0.3100109081114492,0.8308885342383575
2020-04-01,0.6151284722222222,0.8220039593552125,Virgen,0.3152875039726496,0.9405046751912376
2020-05-01,0.6187030689964158,0.9141774254327799,Virgen,0.30585494301011484,0.7445524061120921
2020-06-01,0.6035381944444445,0.5231405789336293,Virgen,0.28939563818275926,0.4026263755042854
2020-07-01,0.6125524193548386,0.7555786429950564,Virgen,0.26437635749818816,-0.1171248182958237
2020-08-01,0.5971017025089606,0.357171153974446,Virgen,0.23658695474507344,-0.6944226006749347
2020-09-01,0.5948268518518519,0.29851254627124896,Virgen,0.2194700696195165,-1.0500092216617583
2020-10-01,0.5926189516129032,0.2415803017040838,Virgen,0.2070872822115498,-1.3072495723738633
2020-11-01,0.5759714120370371,-0.18768809451026386,Virgen,0.1944293846065799,-1.570205069541284
2020-12-01,0.6149749103942652,0.8180442607278905,Virgen,0.20764089688178028,-1.2957487666798373
2021-01-01,0.606361335125448,0.5959372265642936,Virgen,0.23958686907445229,-0.6321023016363517
2021-02-01,0.6019738343253969,0.48280246432246127,Virgen,0.2680283480190805,-0.04125827133506297
2021-03-01,0.6205506272401433,0.9618180008213048,Virgen,0.31260938473766847,0.8848693558921154
2021-04-01,0.6003767361111111,0.44162017513678853,Virgen,0.30271989293396473,0.6794247935222149
2021-05-01,0.6157713933691756,0.8385821286628906,Virgen,0.309309569217505,0.8163189016425357
2021-06-01,0.6042038194444445,0.5403041828961271,Virgen,0.30528781016667683,0.7327707735329454
2021-07-01,0.6008406137992831,0.4535815842287301,Virgen,0.2808329449786294,0.22474476207584224
2021-08-01,0.5966665546594981,0.3459505637722969,Virgen,0.2444396983351438,-0.5312894991680557
2021-09-01,0.6070101402103154,0.6126671173068575,Virgen,0.22441224573800958,-0.9473403252237712
2021-10-01,0.607297603046595,0.6200795466414509,Virgen,0.21303049847483632,-1.1837850416865234
2021-11-01,0.6175737268518517,0.8850565521070252,Virgen,0.22700599295397597,-0.8934577524627729
2021-12-01,0.6123057795698925,0.749218864455773,Virgen,0.24490962153480897,-0.5215273022807986
2022-01-01,0.5975555555555555,0.3688740707052311,Virgen,0.24435218051075933,-0.5331075967495211
2022-02-01,0.6111620984745132,0.7197282513019907,Virgen,0.2833288830838033,0.27659544580134665
2022-03-01,0.6255875434076398,1.0916983903667867,Virgen,0.31745124716431866,0.9854543330621123
2022-04-01,0.6194983796296297,0.9346850637210758,Virgen,0.3180023158589999,0.996902248593236
2022-05-01,0.6157407531943511,0.8377920504266005,Virgen,0.30687407740662176,0.7657239308215884
2022-06-01,0.6161394675925925,0.8480731787279144,Virgen,0.29851498591403164,0.5920719446940532
2022-07-01,0.6257541167245435,1.095993599293818,Virgen,0.28003721840439305,0.20821431733156764
2022-08-01,0.6084642697132616,0.6501628587509928,Virgen,0.26044700859535125,-0.19875321556489756
2022-09-01,0.5968099537037037,0.34964820794633655,Virgen,0.22773695321132736,-0.8782727648858475
2022-10-01,0.6013624957992606,0.46703867487702294,Virgen,0.2119076953179413,-1.207110183946053
2022-11-01,0.5782005787037038,-0.13020748030095836,Virgen,0.2049490050723155,-1.3516701978028693
2022-12-01,0.5493618951612904,-0.8738330098735935,Virgen,0.20000779208156366,-1.4543190861998743
2023-01-01,0.6151584901433692,0.8227779923472792,Virgen,0.22813525375339289,-0.869998458967954
2023-02-01,0.6016031746031746,0.4732447453709907,Virgen,0.2470491829860423,-0.4770799965206055
2023-03-01,0.6054456765232975,0.572326332123482,Virgen,0.2998708288275426,0.620238260975773
2023-04-01,0.6204407407407407,0.9589845009428881,Virgen,0.32674361430108545,1.1784942119240907
2023-05-01,0.5993823232888988,0.4159785483113528,Virgen,0.3092476359057811,0.8150322973987789
2023-06-01,0.6003170138888888,0.4400801960645128,Virgen,0.2922762855887413,0.4624690203449766
2023-07-01,0.5942820340501792,0.2844640400107736,Virgen,0.26935601186367775,-0.013677347770773136
2023-08-01,0.5946896048495734,0.29497353678069865,Virgen,0.2379285446217944,-0.6665523773536911
2023-09-01,0.5452614583333334,-0.9795656277715014,Virgen,0.21208852902054784,-1.2033535398604776
2023-10-01,0.4742075725327658,-2.811739533315142,Virgen,0.19278729670951442,-1.604317846626471
2023-11-01,0.42202652612069963,-4.157264137958025,Virgen,0.18896631083140766,-1.683695107574826
2023-12-01,0.49897490758373475,-2.173096558635224,Virgen,0.19763184188594737,-1.5036771379420537
2024-01-01,0.5846668906810035,0.0365308751939955,Virgen,0.25889956266168623,-0.23089989801766303
2024-02-01,0.576397030651341,-0.17671322226991942,Virgen,0.28888676328391866,0.3920549949957155
2024-03-01,0.577823252688172,-0.13993709426577985,Virgen,0.29737113187870673,0.5683094909333493
2024-04-01,0.5848100694444445,0.04022283927518311,Virgen,0.29470091437300044,0.5128383223656354
2024-05-01,0.5946925403225807,0.2950492299955548,Virgen,0.2976389589809602,0.573873338187124
2024-06-01,0.5878697765945132,0.11911951798316867,Virgen,0.2724545955657959,0.050692711407571624
2024-07-01,0.5513001792114696,-0.8238530064120332,Virgen,0.25053073604020376,-0.4047541219683951
2024-08-01,0.4800700044802867,-2.660572644745237,Virgen,0.2193155618564736,-1.0532189699876746
2024-09-01,0.37412939814814816,-5.392324923628556,Virgen,0.19470775530984002,-1.5644221892433845
2024-10-01,0.42577776132662126,-4.060535926961417,Virgen,0.2314879677949413,-0.8003490894463199
2024-11-01,,,Virgen,0.2878267475714286,0.3700342007546834
2024-12-01,,,Virgen,0.29524738437706427,0.5241907045771383
2025-01-01,0.5842640801001252,0.02614412397206246,Virgen,0.3654957096422872,1.9835312579438071
2025-02-01,0.5670881076388888,-0.41675028203046005,Virgen,0.3790925115879093,2.26599157853403
2025-03-01,0.5610013442365857,-0.5737017133176824,Virgen,0.3757689502691069,2.1969478284401
2025-04-01,0.5675369212962963,-0.4051773094577627,Virgen,0.37079278777043023,2.093572898047897
2025-05-01,0.5650888216845878,-0.46830326205285494,Virgen,0.374327409531801,2.167001223316945
2025-06-01,0.5560630933086362,-0.7010379509811729,Virgen,0.362594024091959,1.923251566140131
2025-07-01,0.5697795451999551,-0.3473496910251157,Virgen,0.346052732919493,1.5796223490465224
2025-08-01,0.540531025985663,-1.1015431186812514,Virgen,0.3361399883945142,1.3736947340343741
2025-09-01,0.5502020833333333,-0.8521681730076115,Virgen,0.321339159583052,1.0662219277225402
2025-10-01,0.5492986111111111,-0.8754648331591077,Virgen,0.32132009756953817,1.0658259329533482
2025-11-01,0.572775,-0.27010980388816314,Virgen,,
2025-12-01,0.4954952380952381,-2.262822258572792,Virgen,,
